name,ein,state,year,revenue,expenses,assetsEnd,liabilitiesEnd
Americans For A Safe Israel Inc,510181418,NY,2015,499570,477655,212765,0
Americans For A Safe Israel Inc,510181418,NY,2014,405100,326537,190850,0
Americans For A Safe Israel Inc,510181418,NY,2013,266286,279245,115729,3442
Americans For A Safe Israel Inc,510181418,NY,2012,227668,184143,124514,0
Michael Levin Lone Soldier Foundation Inc,473798721,NY,2021,489003,593764,167297,27195
Michael Levin Lone Soldier Foundation Inc,473798721,NY,2020,435299,802615,267859,23195
Michael Levin Lone Soldier Foundation Inc,473798721,NY,2019,594613,870522,618730,6000
Michael Levin Lone Soldier Foundation Inc,473798721,NY,2018,967143,1269988,899935,14577
Michael Levin Lone Soldier Foundation Inc,473798721,NY,2017,1665232,1221454,1195742,7625
Michael Levin Lone Soldier Foundation Inc,473798721,NY,2016,875515,131176,747339,3000
Israel Independence Fund,208676286,FL,2020,294298,271227,29095,0
Israel Independence Fund,208676286,FL,2019,295420,302839,6024,0
Israel Independence Fund,208676286,FL,2018,592113,587009,13443,0
Israel Independence Fund,208676286,FL,2017,677438,694354,8339,0
Israel Independence Fund,208676286,FL,2016,501528,601859,25254,0
Israel Independence Fund,208676286,FL,2015,576867,486557,125585,0
Israel Independence Fund,208676286,FL,2014,496979,511408,35275,0
Israel Independence Fund,208676286,FL,2013,499740,526137,49704,0
Israel Independence Fund,208676286,FL,2012,742058,676894,76101,0
Israel Independence Fund,208676286,FL,2011,605916,617942,11197,0
Shalom Ministries Inc,113346935,NY,2021,402988,298844,429605,0
Shalom Ministries Inc,113346935,NY,2020,300711,267603,361405,0
Shalom Ministries Inc,113346935,NY,2019,547179,561810,261845,0
Shalom Ministries Inc,113346935,NY,2018,375360,277736,274705,0
Shalom Ministries Inc,113346935,NY,2017,332674,290112,177081,0
Shalom Ministries Inc,113346935,NY,2016,295395,236287,134519,0
Shalom Ministries Inc,113346935,NY,2015,234358,234724,76461,1050
Shalom Ministries Inc,113346935,NY,2014,203756,200078,76077,300
Shalom Ministries Inc,113346935,NY,2013,193251,198607,72347,250
Shalom Ministries Inc,113346935,NY,2012,198036,182229,77453,0
International Lone Soldiers Inc,823249807,NY,2021,229338,228455,4605,0
International Lone Soldiers Inc,823249807,NY,2020,160446,195730,3723,0
International Lone Soldiers Inc,823249807,NY,2019,89123,82960,5783,0
International Lone Soldiers Inc,823249807,NY,2018,79224,79604,1523,0
International Lone Soldiers Inc,823249807,NY,2017,3219,1316,1903,0
Experience Israel Now Inc,453022605,GA,2021,0,0,450211,224806
Experience Israel Now Inc,453022605,GA,2020,0,0,456788,255341
Experience Israel Now Inc,453022605,GA,2019,523529,495785,503120,317319
Experience Israel Now Inc,453022605,GA,2018,351519,326156,452844,294787
Experience Israel Now Inc,453022605,GA,2017,664812,615778,313158,180464
Experience Israel Now Inc,453022605,GA,2016,258211,238116,588365,504705
Experience Israel Now Inc,453022605,GA,2015,275540,225946,140086,76521
Experience Israel Now Inc,453022605,GA,2014,9999,21281,239680,225709
Experience Israel Now Inc,453022605,GA,2013,100104,89907,25293,40
Ameinu Our People Inc,300630338,NY,2021,252337,206130,301425,107
Ameinu Our People Inc,300630338,NY,2020,355170,238254,363145,117513
Ameinu Our People Inc,300630338,NY,2019,581175,513949,162844,44493
Ameinu Our People Inc,300630338,NY,2018,594512,563879,175062,126655
Ameinu Our People Inc,300630338,NY,2017,576158,466763,149190,131416
Ameinu Our People Inc,300630338,NY,2016,684444,809119,122073,213694
Ameinu Our People Inc,300630338,NY,2015,846888,1039513,104721,71667
Ameinu Our People Inc,300630338,NY,2014,1172165,860866,289975,64296
Ameinu Our People Inc,300630338,NY,2013,446193,531813,89886,175506
Ameinu Our People Inc,300630338,NY,2012,0,0,0,0
To Be Honest,371951112,WA,2021,542869,352655,275310,0
To Be Honest,371951112,WA,2020,330623,292376,85096,0
To Be Honest,371951112,WA,2019,0,0,46849,0
Thirstysouls Ministries Inc,300213425,PA,2021,408520,416508,0,0
Thirstysouls Ministries Inc,300213425,PA,2020,378613,346302,115839,594
Thirstysouls Ministries Inc,300213425,PA,2019,383170,393726,83527,0
Thirstysouls Ministries Inc,300213425,PA,2018,351654,373809,93480,0
Thirstysouls Ministries Inc,300213425,PA,2017,304906,291892,0,0
Thirstysouls Ministries Inc,300213425,PA,2016,301513,424886,0,0
Thirstysouls Ministries Inc,300213425,PA,2015,318122,347277,113122,0
Thirstysouls Ministries Inc,300213425,PA,2014,335606,342082,142277,0
Thirstysouls Ministries Inc,300213425,PA,2013,381368,282144,145061,0
Thirstysouls Ministries Inc,300213425,PA,2012,228762,310440,45837,0
American Friends Of Ariel University Inc,61652733,NY,2021,149277,3664859,197642,29527
American Friends Of Ariel University Inc,61652733,NY,2020,929117,2701725,3826408,143958
American Friends Of Ariel University Inc,61652733,NY,2019,6874413,5543764,5603059,157472
American Friends Of Ariel University Inc,61652733,NY,2018,564017,1712548,4174465,82588
American Friends Of Ariel University Inc,61652733,NY,2017,1705026,1923402,5377679,84261
American Friends Of Ariel University Inc,61652733,NY,2016,4362416,1090716,5495266,31200
American Friends Of Ariel University Inc,61652733,NY,2015,477824,4955475,2207910,46910
American Friends Of Ariel University Inc,61652733,NY,2014,6287041,375773,6751765,64467
American Friends Of Ariel University Inc,61652733,NY,2013,1406111,1091460,833590,0
American Friends Of Ariel University Inc,61652733,NY,2012,826476,391108,518939,0
American Friends Of Ariel Inc,860693163,FL,2021,308869,17899,1478990,672
American Friends Of Ariel Inc,860693163,FL,2020,353248,581828,1188044,1710
American Friends Of Ariel Inc,860693163,FL,2019,1771637,988823,1415359,445
American Friends Of Ariel Inc,860693163,FL,2018,1182692,1587272,635262,335
American Friends Of Ariel Inc,860693163,FL,2017,1421162,1492287,1040628,450
American Friends Of Ariel Inc,860693163,FL,2016,1500620,1662575,1111303,0
American Friends Of Ariel Inc,860693163,FL,2015,1986278,1204193,1273875,616
American Friends Of Ariel Inc,860693163,FL,2014,582972,539489,491357,183
American Friends Of Ariel Inc,860693163,FL,2013,453156,436338,447691,0
American Friends Of Ariel Inc,860693163,FL,2012,1274289,1174271,430873,0
My Soldier Inc,821023190,NY,2021,450077,450077,368,368
My Soldier Inc,821023190,NY,2020,0,0,368,0
My Soldier Inc,821023190,NY,2019,326640,259000,28235,0
My Soldier Inc,821023190,NY,2018,254094,254094,0,0
Christian Agency For Israel Usa Inc,852079421,FL,2021,554299,564159,55300,33485
Christian Agency For Israel Usa Inc,852079421,FL,2020,0,0,31675,0
Israel Forever Foundation,20671731,DC,2020,0,0,12110,75978
Israel Forever Foundation,20671731,DC,2019,0,0,194184,104706
Israel Forever Foundation,20671731,DC,2015,0,0,66253,78537
Israel Forever Foundation,20671731,DC,2014,0,0,23925,2527
Israel Forever Foundation,20671731,DC,2013,0,0,33403,3467
Israel Forever Foundation,20671731,DC,2012,0,0,51408,8030
Israel Forever Foundation,20671731,DC,2011,109550,47053,132133,3850
Israel Today Ministries Inc,912167159,TX,2022,305669,317505,8246,0
Israel Today Ministries Inc,912167159,TX,2021,280412,284635,20082,0
Israel Today Ministries Inc,912167159,TX,2020,274640,268400,24305,0
Israel Today Ministries Inc,912167159,TX,2019,288736,284274,18065,0
Israel Today Ministries Inc,912167159,TX,2018,283463,273261,13603,0
Israel Today Ministries Inc,912167159,TX,2017,234257,244825,3401,0
Israel Today Ministries Inc,912167159,TX,2016,213827,208880,13969,0
Israel Today Ministries Inc,912167159,TX,2015,208842,205693,9022,0
Israel Today Ministries Inc,912167159,TX,2014,195542,196627,5873,0
Israel Today Ministries Inc,912167159,TX,2013,191364,192144,6958,0
Connect Israel,832296044,CA,2020,0,0,1100,150000
Connect Israel,832296044,CA,2019,203731,240270,1461,38000
Connect Israel,832296044,CA,2018,0,0,1,0
Dean Bible Ministries Inc,810594201,CT,2021,200986,156943,436654,0
Dean Bible Ministries Inc,810594201,CT,2020,0,0,388565,0
Dean Bible Ministries Inc,810594201,CT,2019,0,0,362654,7283
Dean Bible Ministries Inc,810594201,CT,2018,283787,288342,349743,0
Dean Bible Ministries Inc,810594201,CT,2017,0,0,355562,1264
Dean Bible Ministries Inc,810594201,CT,2016,0,0,297840,0
Dean Bible Ministries Inc,810594201,CT,2015,107304,123114,268614,0
Dean Bible Ministries Inc,810594201,CT,2014,333187,223883,290257,5833
Dean Bible Ministries Inc,810594201,CT,2013,133629,109238,176310,2647
Dean Bible Ministries Inc,810594201,CT,2012,236572,220903,150601,1327
Christian Training Foundation Incorporated,471262043,WV,2021,273597,254875,159470,0
Christian Training Foundation Incorporated,471262043,WV,2020,233444,225871,137899,0
Christian Training Foundation Incorporated,471262043,WV,2019,214416,151725,137889,0
Christian Training Foundation Incorporated,471262043,WV,2018,211688,203499,75198,0
Christian Training Foundation Incorporated,471262043,WV,2017,197137,230729,67009,0
Christian Training Foundation Incorporated,471262043,WV,2016,1494988,1454415,100601,0
Christian Training Foundation Incorporated,471262043,WV,2015,179140,136472,60028,0
Christian Training Foundation Incorporated,471262043,WV,2014,151280,133920,17360,0
Truth For The Nations Inc,830761924,OK,2021,203876,146911,132242,0
American Values Action,272299035,VA,2021,40520,229344,440344,0
American Values Action,272299035,VA,2020,346628,360927,629168,0
American Values Action,272299035,VA,2019,33000,224893,643467,0
American Values Action,272299035,VA,2018,285000,197272,835360,0
American Values Action,272299035,VA,2017,58075,201593,747632,0
American Values Action,272299035,VA,2016,481000,292586,891150,0
American Values Action,272299035,VA,2015,40000,145479,702735,0
American Values Action,272299035,VA,2014,365000,70061,808214,0
American Values Action,272299035,VA,2013,2500,55935,513275,0
American Values Action,272299035,VA,2012,775627,241577,566710,0
Israel Lives Corporation,831727601,PA,2021,0,0,178172,3641
Israel Lives Corporation,831727601,PA,2020,0,0,143754,0
Israel Lives Corporation,831727601,PA,2019,0,0,118505,0
Genesis 123 Foundation,830789162,NJ,2021,134742,192390,33725,5007
Genesis 123 Foundation,830789162,NJ,2020,208886,229906,91479,5113
Genesis 123 Foundation,830789162,NJ,2018,241200,188347,52853,0
The Obed Project Inc,562199473,NC,2021,0,0,111380,97574
The Obed Project Inc,562199473,NC,2020,0,0,25893,4253
The Obed Project Inc,562199473,NC,2019,208040,366401,314383,269524
The Obed Project Inc,562199473,NC,2018,314081,439913,233220,216583
The Obed Project Inc,562199473,NC,2017,407227,363166,142469,0
The Obed Project Inc,562199473,NC,2016,253866,378001,98408,0
The Obed Project Inc,562199473,NC,2015,383504,172076,222544,0
The Obed Project Inc,562199473,NC,2014,213169,310022,11115,212
The Obed Project Inc,562199473,NC,2013,366901,361897,107968,212
The Obed Project Inc,562199473,NC,2012,303766,318049,102964,212
American Truth Project Inc,475500914,CA,2021,0,0,35734,5532
American Truth Project Inc,475500914,CA,2020,287736,256163,35734,5532
American Truth Project Inc,475500914,CA,2019,202868,248065,26361,27732
The Arise Foundation,813145319,TX,2021,234722,207012,84303,6000
The Arise Foundation,813145319,TX,2020,416237,483738,56593,6000
The Arise Foundation,813145319,TX,2019,620840,696181,118094,0
The Arise Foundation,813145319,TX,2018,744398,680235,193435,0
The Arise Foundation,813145319,TX,2017,572439,603706,129272,0
The Arise Foundation,813145319,TX,2016,402491,241953,160539,0
Zions Bridge,815343918,GA,2021,0,0,120040,0
Zions Bridge,815343918,GA,2020,0,0,49174,0
Zions Bridge,815343918,GA,2019,0,0,40992,0
Zions Bridge,815343918,GA,2018,0,0,1,0
Zions Bridge,815343918,GA,2017,0,0,1,0
Touched By Grace Ministries Inc,621863566,TN,2020,213402,198426,41,0
Touched By Grace Ministries Inc,621863566,TN,2019,94820,94820,1202,0
Touched By Grace Ministries Inc,621863566,TN,2018,108535,108535,1008,0
Touched By Grace Ministries Inc,621863566,TN,2017,101799,101799,1607,0
Touched By Grace Ministries Inc,621863566,TN,2016,213513,209205,1847,0
Touched By Grace Ministries Inc,621863566,TN,2015,206430,197810,8648,0
Touched By Grace Ministries Inc,621863566,TN,2014,259381,254752,4629,0
Touched By Grace Ministries Inc,621863566,TN,2013,174802,177648,2015,0
Touched By Grace Ministries Inc,621863566,TN,2012,132500,133529,31667,0
Touched By Grace Ministries Inc,621863566,TN,2011,162805,159691,6126,0
Reconciliation Ministries,911960797,WA,2021,239036,222100,38297,0
Reconciliation Ministries,911960797,WA,2020,194998,191634,23481,0
Reconciliation Ministries,911960797,WA,2019,217239,211753,20117,0
Reconciliation Ministries,911960797,WA,2018,220881,212432,14631,0
Reconciliation Ministries,911960797,WA,2017,265044,314036,6182,0
Reconciliation Ministries,911960797,WA,2016,284183,254346,55174,0
Reconciliation Ministries,911960797,WA,2015,303507,315364,25337,0
Reconciliation Ministries,911960797,WA,2014,287233,252981,37193,0
Reconciliation Ministries,911960797,WA,2013,202934,201464,2941,0
Reconciliation Ministries,911960797,WA,2012,296899,353805,1472,0
Baltimore Zionist District Inc,521743415,MD,2021,203651,154491,58772,1729
Baltimore Zionist District Inc,521743415,MD,2020,138055,163052,25148,17265
Baltimore Zionist District Inc,521743415,MD,2019,242792,268866,36424,3538
Baltimore Zionist District Inc,521743415,MD,2018,281187,289478,60114,1154
Baltimore Zionist District Inc,521743415,MD,2017,259436,226037,67436,-201
Baltimore Zionist District Inc,521743415,MD,2016,158888,185276,60297,26445
Baltimore Zionist District Inc,521743415,MD,2015,213413,290527,82255,22015
Baltimore Zionist District Inc,521743415,MD,2014,288124,399686,149619,24637
Baltimore Zionist District Inc,521743415,MD,2013,697856,555314,355014,118470
Baltimore Zionist District Inc,521743415,MD,2012,540251,681610,118961,25289
Light Of Zion,800031953,CA,2021,221027,199482,512445,0
Light Of Zion,800031953,CA,2020,201577,197005,490900,0
Light Of Zion,800031953,CA,2019,170692,160319,486328,0
Light Of Zion,800031953,CA,2018,293061,225744,475955,0
Light Of Zion,800031953,CA,2017,0,0,408638,0
Light Of Zion,800031953,CA,2016,0,0,418642,0
Light Of Zion,800031953,CA,2015,150667,111854,399156,0
Light Of Zion,800031953,CA,2014,126326,121998,360343,0
Light Of Zion,800031953,CA,2013,143248,131561,356015,0
Light Of Zion,800031953,CA,2012,133933,193944,344328,0
Friends Of Israel Story,842612770,NY,2021,0,0,36617,0
Friends Of Israel Story,842612770,NY,2020,0,0,8712,0
Messianic Ministry To Israel,620649151,TN,2021,148900,191663,599392,18666
Messianic Ministry To Israel,620649151,TN,2020,145059,199392,631865,18066
Messianic Ministry To Israel,620649151,TN,2019,119336,209613,662808,72992
Messianic Ministry To Israel,620649151,TN,2018,291873,297407,574685,1800
Messianic Ministry To Israel,620649151,TN,2017,270828,271900,656222,1800
Messianic Ministry To Israel,620649151,TN,2016,163186,182247,661346,49190
Messianic Ministry To Israel,620649151,TN,2015,236970,268267,617098,1200
Messianic Ministry To Israel,620649151,TN,2014,213217,194060,668494,1800
Messianic Ministry To Israel,620649151,TN,2013,117317,184163,611779,10100
Messianic Ministry To Israel,620649151,TN,2012,147559,219289,596903,1500
Or Ami Ministries,831721783,TX,2021,367788,250884,187858,0
Or Ami Ministries,831721783,TX,2020,127779,80965,70954,0
Partners For Progressive Israel,133607222,NY,2021,107930,167310,3327,22402
Partners For Progressive Israel,133607222,NY,2020,177959,245888,40305,0
Partners For Progressive Israel,133607222,NY,2019,192525,150971,108234,0
Partners For Progressive Israel,133607222,NY,2018,209413,174415,66680,0
Partners For Progressive Israel,133607222,NY,2017,199599,208532,34032,2350
Partners For Progressive Israel,133607222,NY,2016,217030,212500,40615,0
Partners For Progressive Israel,133607222,NY,2015,211248,219383,36085,0
Partners For Progressive Israel,133607222,NY,2014,231332,216145,44220,0
Partners For Progressive Israel,133607222,NY,2013,195356,199289,61342,32309
Partners For Progressive Israel,133607222,NY,2012,151654,187174,56913,18368
Crisis Response Canines,832246650,NJ,2021,0,0,50560,0
American Friends Of Likud Inc,133935945,NY,2021,0,0,12433,5291
American Friends Of Likud Inc,133935945,NY,2020,0,0,1302,6901
American Friends Of Likud Inc,133935945,NY,2019,206587,208150,7410,8939
American Friends Of Likud Inc,133935945,NY,2018,203769,205124,5422,5388
American Friends Of Likud Inc,133935945,NY,2017,211779,214778,6209,4820
American Friends Of Likud Inc,133935945,NY,2016,196210,196117,13506,9121
American Friends Of Likud Inc,133935945,NY,2015,217189,212897,4126,0
American Friends Of Likud Inc,133935945,NY,2014,247405,262890,5379,5545
American Friends Of Likud Inc,133935945,NY,2013,312547,298504,15319,0
Institute For Black Solidarity With Israel,852640634,NC,2021,0,0,1316,0
Fuel For Truth Inc,300129917,NY,2021,0,0,150599,11427
Fuel For Truth Inc,300129917,NY,2020,0,0,150668,6369
Fuel For Truth Inc,300129917,NY,2019,0,0,174861,14174
Fuel For Truth Inc,300129917,NY,2018,0,0,146376,1749
Fuel For Truth Inc,300129917,NY,2017,0,0,135693,0
Fuel For Truth Inc,300129917,NY,2016,0,0,79646,0
Fuel For Truth Inc,300129917,NY,2015,165152,120996,91178,14735
Fuel For Truth Inc,300129917,NY,2014,38056,67252,21292,0
Fuel For Truth Inc,300129917,NY,2011,68756,112095,22839,0
Fuel For Truth Inc,300129917,NY,2010,179696,176013,66178,0
Jewish End Time Ministries Inc,141875617,GA,2021,0,0,30467,0
Jewish End Time Ministries Inc,141875617,GA,2020,0,0,31362,0
Jewish End Time Ministries Inc,141875617,GA,2018,0,0,9102,0
Jewish End Time Ministries Inc,141875617,GA,2017,0,0,6173,338
Jewish End Time Ministries Inc,141875617,GA,2016,0,0,3504,0
Jewish End Time Ministries Inc,141875617,GA,2015,158249,170548,1418,24510
Jewish End Time Ministries Inc,141875617,GA,2014,138713,122026,12423,25804
Jewish End Time Ministries Inc,141875617,GA,2013,117804,95355,29953,8413
Jewish End Time Ministries Inc,141875617,GA,2012,143496,148288,10863,11772
Jewish End Time Ministries Inc,141875617,GA,2011,158740,161077,3887,0
The Israel Group Inc,472609521,CA,2019,0,0,20654,0
The Israel Group Inc,472609521,CA,2018,0,0,21635,0
The Israel Group Inc,472609521,CA,2017,0,0,110343,0
The Israel Group Inc,472609521,CA,2016,0,0,11340,0
The Israel Group Inc,472609521,CA,2015,0,0,1220,0
The Israel Group Inc,472609521,CA,2014,0,0,1,0
Israel Christian Nexus,461232589,CA,2021,0,0,179664,0
Israel Christian Nexus,461232589,CA,2020,0,0,64621,0
Israel Christian Nexus,461232589,CA,2019,335346,442878,36138,0
Israel Christian Nexus,461232589,CA,2018,213941,122561,143670,0
Israel Christian Nexus,461232589,CA,2017,0,0,52290,0
Israel Christian Nexus,461232589,CA,2016,107259,94984,94917,0
Israel Christian Nexus,461232589,CA,2015,41881,17972,82642,0
Israel Christian Nexus,461232589,CA,2014,5218,11824,58733,0
Israel Christian Nexus,461232589,CA,2013,111000,67943,65339,0
Christian Friends Of Israel  America,204015961,IL,2021,181539,166780,42907,0
Christian Friends Of Israel  America,204015961,IL,2020,218663,194696,28148,0
Christian Friends Of Israel  America,204015961,IL,2019,241795,248101,4181,0
Christian Friends Of Israel  America,204015961,IL,2018,282896,273454,16181,5694
Christian Friends Of Israel  America,204015961,IL,2017,262602,277171,13306,12261
Christian Friends Of Israel  America,204015961,IL,2016,282406,297030,15614,0
Christian Friends Of Israel  America,204015961,IL,2015,307801,295181,30238,0
Christian Friends Of Israel  America,204015961,IL,2014,352717,364324,17618,0
Christian Friends Of Israel  America,204015961,IL,2013,359748,361484,28225,0
Christian Friends Of Israel  America,204015961,IL,2012,318640,292789,29961,0
Kingdom Acts Ministries International,270785192,TX,2021,182496,177323,212581,5980
Kingdom Acts Ministries International,270785192,TX,2020,132685,130018,201428,0
Kingdom Acts Ministries International,270785192,TX,2019,145732,154667,202744,3983
Kingdom Acts Ministries International,270785192,TX,2018,163448,131312,213130,6562
Kingdom Acts Ministries International,270785192,TX,2017,114668,91811,179561,6495
Kingdom Acts Ministries International,270785192,TX,2016,98969,81461,152777,2568
Kingdom Acts Ministries International,270785192,TX,2015,104866,105487,7451,0
Kingdom Acts Ministries International,270785192,TX,2014,74018,65946,8072,0
Chayal El Chayal Inc,473833568,CA,2021,130485,112726,24925,0
Chayal El Chayal Inc,473833568,CA,2020,108372,99529,7166,0
Chayal El Chayal Inc,473833568,CA,2019,85000,90179,2183,10009
Chayal El Chayal Inc,473833568,CA,2018,68974,83379,0,2647
Chayal El Chayal Inc,473833568,CA,2017,277294,285195,12431,673
Chayal El Chayal Inc,473833568,CA,2016,344681,332728,20332,673
Creating Friendships For Peace Inc,450666188,NH,2021,85877,25130,370194,1979
Creating Friendships For Peace Inc,450666188,NH,2020,111172,23206,274830,0
Creating Friendships For Peace Inc,450666188,NH,2019,171821,211590,174876,188
Creating Friendships For Peace Inc,450666188,NH,2018,105155,113680,195081,1379
Creating Friendships For Peace Inc,450666188,NH,2017,148855,164711,203018,99
Creating Friendships For Peace Inc,450666188,NH,2016,219672,177544,200488,3042
Creating Friendships For Peace Inc,450666188,NH,2015,174429,154400,153760,239
Creating Friendships For Peace Inc,450666188,NH,2014,179871,174230,143345,10000
Creating Friendships For Peace Inc,450666188,NH,2013,275383,172683,128341,637
Creating Friendships For Peace Inc,450666188,NH,2012,154358,133193,25054,0
Jewish Republican Alliance,822606166,CA,2021,0,0,9940,514
Jewish Republican Alliance,822606166,CA,2020,0,0,49208,1200
Jewish Republican Alliance,822606166,CA,2019,0,0,25797,391
Jewish Republican Alliance,822606166,CA,2018,0,0,36957,0
Jewish Republican Alliance,822606166,CA,2017,0,0,679,0
Allen Family Minstries Inc,832001868,CO,2021,118897,121176,1390,0
Allen Family Minstries Inc,832001868,CO,2020,74409,75950,3669,0
Allen Family Minstries Inc,832001868,CO,2019,61384,60891,5210,0
Allen Family Minstries Inc,832001868,CO,2018,16795,12078,4717,0
